Combined_Key,Cases_per_Cap,Deaths_per_Cap,Unemployment_Rate_Jan2020,Unemployment_Rate_Oct2020,9-Month Difference
"Cecil, Maryland, US",0.028418648,0.000573623,4,6.2,2.2
"Pleasants, West Virginia, US",0.028284182,0.000670241,8.6,7,-1.6
"Banner, Nebraska, US",0.028187919,0,2.6,1.9,-0.7
"Tyler, West Virginia, US",0.028169014,0.000232802,8.8,7.7,-1.1
"Monroe, Pennsylvania, US",0.028166863,0.001039519,6.3,8.7,2.4
"Modoc, California, US",0.028164235,0,9.7,5.9,-3.8
"Kittitas, Washington, US",0.028163138,0.000479816,5.9,5.8,-0.1
"Clay, North Carolina, US",0.028136408,0.000445196,5,6,1
"Liberty, Georgia, US",0.028111012,0.000504598,3.8,4.3,0.5
"Otero, New Mexico, US",0.028093051,0.000488961,5,8.2,3.2
"Mason, Michigan, US",0.028033214,0.000514686,6.2,4.4,-1.8
"Spotsylvania, Virginia, US",0.028029219,0.000425797,3.1,4.7,1.6
"Grand Traverse, Michigan, US",0.028027243,0.000386731,4,3.4,-0.6
"Hanover, Virginia, US",0.028005122,0.000566041,2.6,3.8,1.2
"Ouray, Colorado, US",0.027867528,0.000605816,3.3,5.4,2.1
"Kinney, Texas, US",0.027815653,0.000818107,5,5.1,0.1
"Montmorency, Michigan, US",0.027765866,0.000643225,12,5.8,-6.2
"Halifax, Virginia, US",0.02769013,0.000737224,4.6,5.5,0.9
"Wirt, West Virginia, US",0.027658478,0.000171792,10.5,7.6,-2.9
"Lincoln, West Virginia, US",0.027634867,0.000342986,7.5,6.6,-0.9
"Polk, North Carolina, US",0.027552596,0.000627292,4,5.1,1.1
"San Luis Obispo, California, US",0.027519242,0.00016248,3.1,6,2.9
"Ritchie, West Virginia, US",0.027423069,0.000732677,7.1,5.8,-1.3
"Garfield, Washington, US",0.02741573,0,7.5,5.7,
"Buncombe, North Carolina, US",0.027366946,0.000520692,3.2,6.2,3
"Bracken, Kentucky, US",0.027339516,0.000361315,6.4,6,-0.4
"Warren, Virginia, US",0.027288119,0.000771835,3.1,4.3,1.2
"Greenbrier, West Virginia, US",0.027263285,0.000490451,5.6,4.9,-0.7
"Northumberland, Virginia, US",0.027201323,0.000744109,6.8,4.7,-2.1
"Denali, Alaska, US",0.027181688,0,19.7,8.6,-11.1
"Queen Anne's, Maryland, US",0.027153093,0.000535916,3.3,5.3,2
"Norton, Virginia, US",0.027128862,0,4.8,6,
"Lampasas, Texas, US",0.027114056,0.000560015,3.4,4.9,1.5
"Stafford, Virginia, US",0.027112413,0.000150443,2.9,4.6,1.7
"McKean,Pennsylvania,US",0.027003077,0.000196923,7.1,6.6,-0.5
"Flagler, Florida, US",0.026989686,0.000399718,3.8,5.7,1.9
"Pendleton, West Virginia, US",0.026976611,0.000143493,4.3,2.9,-1.4
"Albany, New York, US",0.026886542,0.000566274,3.9,5.9,2
"Floyd, Virginia, US",0.026858848,0.001079434,3.3,3.3,0
"Fauquier, Virginia, US",0.026817556,0.000393137,2.6,3.5,0.9
"Boise, Idaho, US",0.026816499,0.000255395,5.2,7.7,2.5
"Multnomah, Oregon, US",0.026774763,0.000397365,3.2,7.6,4.4
"Upshur, West Virginia, US",0.026637988,0.000165453,6.5,7.6,1.1
"Rio Grande, Colorado, US",0.026626431,0.000443774,5.2,4.9,-0.3
"Morgan, West Virginia, US",0.02661597,0.000167748,4,4,0
"Contra Costa, California, US",0.026601048,0.000241867,3.2,7.9,4.7
"Dinwiddie, Virginia, US",0.026590527,0.000490471,3.5,5.4,1.9
"Haywood, North Carolina, US",0.02650962,0.00085049,3.8,5.8,2
"Newport News, Virginia, US",0.026497419,0.000351513,3.9,7.4,3.5
"Austin, Texas, US",0.026471763,0.000432872,3.7,6.2,2.5
"Tolland, Connecticut, US",0.02646612,0.000643573,4,4.1,0.1
"Caroline, Virginia, US",0.026460537,0.000260374,3.6,5.5,1.9
"Wasco, Oregon, US",0.026459786,0.000712091,4.9,5.8,0.9
"Torrance, New Mexico, US",0.026453658,0.000194037,7.1,8.4,1.3
"Potter, Pennsylvania, US",0.02638267,0.000605107,9.2,6.6,-2.6
"Summers, West Virginia, US",0.026326255,0.001033962,6.6,5.7,-0.9
"Dorado, Puerto Rico, US",0.026306826,0,NA,NA,
"Rockingham, New Hampshire, US",0.026245363,0.000387385,3.3,4,0.7
"Las Animas, Colorado, US",0.026196057,0.000206811,3.8,6.5,2.7
"Talbot, Maryland, US",0.026142385,0.000188268,3.8,5.9,2.1
"Giles, Virginia, US",0.026136364,5.98E-05,3.6,4,0.4
"Santa Clara, California, US",0.026098995,0.000274399,2.6,5.9,3.3
"Breckinridge, Kentucky, US",0.026078039,0.000195341,6.4,7.6,1.2
"Wexford, Michigan, US",0.026077131,0.000475752,5.4,4.2,-1.2
"Toa Alta, Puerto Rico, US",0.026071342,0,NA,NA,
"Aransas, Texas, US",0.026031476,0.000893237,4.6,7.8,3.2
"Essex, Virginia, US",0.026020268,0.000182598,4.2,6,1.8
"Charlotte, Virginia, US",0.026010101,0.000420875,4.1,4.3,0.2
"Cheboygan, Michigan, US",0.025993037,0.001068207,16.1,4.4,-11.7
"Steuben, New York, US",0.025938624,0.001048449,5.6,5.9,0.3
"Hampton, Virginia, US",0.025908854,0.000289941,4.1,7.4,3.3
"Hood River, Oregon, US",0.025874604,0.000299376,3.4,4.8,1.4
"Lancaster, Virginia, US",0.025841743,0.000188626,6.7,5.1,-1.6
"Missaukee, Michigan, US",0.025797063,0.000463024,6.2,3.6,-2.6
"Sabine, Texas, US",0.025706697,0.001233163,7.9,10.2,2.3
"Nome, Alaska, US",0.025689724,0,10.2,6.6,-3.6
"Brunswick, North Carolina, US",0.025675676,0.00046212,6.1,7,0.9
"Ballard, Kentucky, US",0.025608519,0.00025355,6.4,7,0.6
"Perry, Pennsylvania, US",0.025566217,0.000367393,4.6,4.5,-0.1
"Crawford, Georgia, US",0.025556272,0.000644953,3.2,3.7,0.5
"Webster, Georgia, US",0.025316456,0.000767165,4.7,4.1,-0.6
"Carroll, Maryland, US",0.025289854,0.000908298,2.9,5.1,2.2
"Schenectady, New York, US",0.025267387,0.000405669,4.1,6.7,2.6
"Ulster, New York, US",0.025257218,0.000664515,4.2,5.8,1.6
"Gates, North Carolina, US",0.025255146,0.000864902,4.3,5,0.7
"Mineral, Montana, US",0.025244485,0,10.9,5.9,-5
"Schoolcraft, Michigan, US",0.025080306,0.000370645,9.3,3.9,-5.4
"Washington, Rhode Island, US",0.025036432,0.000764471,3.7,4.9,1.2
"Hunterdon, New Jersey, US",0.024989748,0.001069381,3.5,5.5,2
"Kalkaska, Michigan, US",0.024836456,0.000498947,7.4,4.7,-2.7
"San Mateo, California, US",0.024622573,0.000238725,2.1,6,3.9
"Sussex, New Jersey, US",0.024592848,0.001444963,4.6,6.9,2.3
"San Juan, Puerto Rico, US",0.024572125,0,NA,NA,
"Borden, Texas, US",0.024464832,0,2.4,3.6,
"Placer, California, US",0.02440696,0.000235986,3.3,6,2.7
"Naranjito, Puerto Rico, US",0.024373396,0,NA,NA,
"St. Mary's, Maryland, US",0.024359087,0.000669545,3.2,5.2,2
"Pend Oreille, Washington, US",0.024336928,0.000218595,9.2,7.7,-1.5
"King, Washington, US",0.024322815,0.000411935,2.7,4.7,2
"Grant, New Mexico, US",0.024261056,0.000296318,5,9.8,4.8
"Clear Creek, Colorado, US",0.024226804,0.000206186,2.3,6.5,4.2
"Kendall, Texas, US",0.024224663,0.000527081,2.8,4.3,1.5
"Forest, Pennsylvania, US",0.024147923,0.000275976,9.6,6.8,-2.8
"Newton, Texas, US",0.024126517,0.001176903,7.4,9.6,2.2
"Bath, Virginia, US",0.024113817,0,3.4,5,
"Pierce, Washington, US",0.024112135,0.000322659,5.1,6.9,1.8
"Mathews, Virginia, US",0.024111388,0.000113199,3.2,3.7,0.5
"Custer, Colorado, US",0.024072612,0,3.2,4.1,0.9
"Inyo, California, US",0.024003548,0.000997838,3.9,6.5,2.6
"Leelanau, Michigan, US",0.023987868,0.000183815,4.4,3.2,-1.2
"Cattaraugus, New York, US",0.023871146,0.000380992,6.5,6.2,-0.3
"Carolina, Puerto Rico, US",0.023806022,0,NA,NA,
"Antrim, Michigan, US",0.023752358,0.000342994,6.3,4.2,-2.1
"Butte, California, US",0.023733268,0.000305676,5.6,7.4,1.8
"Vega Baja, Puerto Rico, US",0.023649894,0,NA,NA,
"Marion, Texas, US",0.02364522,0.001725188,5.2,8,2.8
"Amelia, Virginia, US",0.023583111,0.000532522,3.6,4.6,1
"Clay, West Virginia, US",0.023507287,0.000352609,11.5,8.4,-3.1
"Bayamon, Puerto Rico, US",0.023506122,0,NA,NA,
"Alameda, California, US",0.023485502,0.000333866,3.1,7.9,4.8
"Fluvanna, Virginia, US",0.023469014,0.000330033,2.5,4,1.5
"Mendocino, California, US",0.023274044,0.00027666,4.8,7.3,2.5
"Menifee, Kentucky, US",0.023270149,0.000154107,9.2,9.4,0.2
"Charles City, Virginia, US",0.023265834,0.001005314,3.8,5.1,1.3
"Clark, Washington, US",0.023140211,0.000272406,4.6,6.5,1.9
"San Miguel, New Mexico, US",0.02302306,7.33E-05,5.9,7.6,1.7
"Marion, West Virginia, US",0.022934798,0.000142674,5.2,5.7,0.5
"Wyoming, New York, US",0.022930831,0.00032615,6.3,4.9,-1.4
"Baker, Oregon, US",0.02288514,0.000248077,5.8,5.7,-0.1
"Delta, Texas, US",0.022885012,0.000375164,3.6,5,1.4
"Madison, New York, US",0.022849974,0.000380598,5.5,5.3,-0.2
"Wyoming, Pennsylvania, US",0.022803613,0.001082332,6.4,5.9,-0.5
"Dillingham, Alaska, US",0.02278275,0.000203417,8.7,5.6,-3.1
"Guaynabo, Puerto Rico, US",0.022711491,0,NA,NA,
"Washington, Oregon, US",0.022666525,0.000199471,2.9,5.7,2.8
"Vega Alta, Puerto Rico, US",0.022602688,0,NA,NA,
"Jackson, Oregon, US",0.022530596,0.000235354,4.5,6.3,1.8
"Snohomish, Washington, US",0.022505027,0.000381957,3.1,5.2,2.1
"Lake, Oregon, US",0.022493328,0.000254162,5.5,4.5,-1
"Merrimack, New Hampshire, US",0.022431981,0.000264216,2.7,3.2,0.5
"Orleans, New York, US",0.022402855,0.001462133,5.8,6,0.2
"Grant, Oregon, US",0.022364217,0.000138908,9.4,5.1,-4.3
"Williamsburg, Virginia, US",0.022335161,0.000534974,4.2,6.2,2
"Lewis, New York, US",0.022322787,0.000418315,7.5,5.1,-2.4
"Schuyler, New York, US",0.022182288,0.000336946,6.6,5.6,-1
"Santa Cruz, California, US",0.022140235,0.000201308,6.1,7.1,1
"Clay, Missouri, US",0.022084594,0.000344072,3.5,3.7,0.2
"Craig, Virginia, US",0.022022997,0.000194894,3.4,3.6,0.2
"Dolores, Colorado, US",0.02189781,0,3.9,4.5,0.6
"Cape May, New Jersey, US",0.021892893,0.00133639,13.6,8.7,-4.9
"Powhatan, Virginia, US",0.021887225,0.000202347,2.9,3.5,0.6
"Llano, Texas, US",0.021885754,0.000275292,3.6,5.1,1.5
"Siskiyou, California, US",0.021819518,0.000183743,8.3,7.3,-1
"Lewis, West Virginia, US",0.021814296,0.000188596,7.6,8.1,0.5
"Lake, Michigan, US",0.021766641,0.000506201,7.1,6.4,-0.7
"Greene, Virginia, US",0.021746809,0.000201827,2.5,3.6,1.1
"Warren, Pennsylvania, US",0.021739685,0.00012758,5.7,6.1,0.4
"Dare, North Carolina, US",0.021697425,0.000108082,8.5,6,-2.5
"Goochland, Virginia, US",0.021681472,0.0002947,2.9,3.8,0.9
"Toa Baja, Puerto Rico, US",0.021560334,0,NA,NA,
"San Francisco, California, US",0.021444072,0.000189439,2.3,6.9,4.6
"Sioux, Nebraska, US",0.021440823,0,2.6,1.4,-1.2
"Ciales, Puerto Rico, US",0.021350229,0,NA,NA,
"Camden, North Carolina, US",0.021349038,0.000368087,4.3,4.5,0.2
"Cayuga, New York, US",0.021272984,0.000182825,5.3,5.5,0.2
"Wayne, Pennsylvania, US",0.021261268,0.00029205,6.8,6.5,-0.3
"Oswego, New York, US",0.021233906,0.000170759,6.7,6.4,-0.3
"Albemarle, Virginia, US",0.021211013,0.000256105,2.6,4,1.4
"El Dorado, California, US",0.021183035,4.15E-05,3.7,6.4,2.7
"New Kent, Virginia, US",0.021177082,0.000216535,2.5,3.6,1.1
"Belknap, New Hampshire, US",0.02114089,0.000603559,3.2,3.6,0.4
"Morovis, Puerto Rico, US",0.021097823,0,NA,NA,
"Klamath, Oregon, US",0.021043993,0.000175855,8.2,6.6,-1.6
"Corozal, Puerto Rico, US",0.021027408,0,NA,NA,
"Lewis, Washington, US",0.020952334,0.000235419,6.6,6.3,-0.3
"Columbia, New York, US",0.020921276,0.000975429,3.8,4.7,0.9
"Nicholas, West Virginia, US",0.020901372,0.000244938,8.3,7.6,-0.7
"Yamhill, Oregon, US",0.020896359,0.000186741,3.3,5.6,2.3
"Manistee, Michigan, US",0.020848603,0.000488639,6.6,4.7,-1.9
"Nevada, California, US",0.02075084,0.000300737,3.7,6.4,2.7
"Doddridge, West Virginia, US",0.020714962,0.000355114,5.1,4.3,-0.8
"Calvert, Maryland, US",0.020707917,0.000453931,3,5.5,2.5
"Catano, Puerto Rico, US",0.020646766,0,NA,NA,
"King William, Virginia, US",0.020585491,0.000291579,3,4.4,1.4
"Trinity, Texas, US",0.020544673,0.000614293,5.7,7.5,1.8
"Petroleum, Montana, US",0.020533881,0.002053388,3.7,3.1,-0.6
"Del Norte, California, US",0.020530706,7.19E-05,6.5,8,1.5
"Middlesex, Virginia, US",0.020506521,0.001039501,3.1,3.8,0.7
"King George, Virginia, US",0.020457594,0.000260844,2.9,3.6,0.7
"Blanco, Texas, US",0.020450926,0.000586707,2.5,3.4,0.9
"Transylvania, North Carolina, US",0.020386797,0.000290824,3.9,4.8,0.9
"Lake, California, US",0.020283913,0.000341689,6,7.7,1.7
"Herkimer, New York, US",0.020189501,0.000228314,6.1,6.6,0.5
"Jackson, Colorado, US",0.020114943,0,2.6,2.7,0.1
"Trujillo Alto, Puerto Rico, US",0.02010903,0,NA,NA,
"Newport, Rhode Island, US",0.020077483,0.000134012,4.1,5,0.9
"Clackamas, Oregon, US",0.020024534,0.000236736,3.3,6.4,3.1
"Pike, Pennsylvania, US",0.020014693,0.000519629,6.7,8,1.3
"Stevens, Washington, US",0.019946198,0.000218708,8.2,6.1,-2.1
"Skagit, Washington, US",0.019898611,0.000239929,6.2,6.6,0.4
"Susquehanna, Pennsylvania, US",0.019812537,0.000917477,5.9,5.4,-0.5
"Grays Harbor, Washington, US",0.019730619,0.000253127,7.6,8.6,1
"Orange, Virginia, US",0.019702572,0.000242908,3.2,4.1,0.9
"Clarke, Virginia, US",0.019631986,0.000273617,2.6,3.4,0.8
"Ontario, New York, US",0.019621597,0.000337047,4.7,5.2,0.5
"Florida, Puerto Rico, US",0.01955836,0,NA,NA,
"Long, Georgia, US",0.019428396,0.000255637,3.5,2.9,-0.6
"Caguas, Puerto Rico, US",0.019427124,0,NA,NA,
"Poquoson, Virginia, US",0.019395322,0.000244479,2.7,2.9,0.2
"Wayne, New York, US",0.019384328,0.000311395,5.1,5.5,0.4
"Platte, Missouri, US",0.019297439,0.000162807,3.2,3.3,0.1
"Barnstable, Massachusetts, US",0.019183999,0.000985962,6.1,6.8,0.7
"Gurabo, Puerto Rico, US",0.019154048,0,NA,NA,
"Plumas, California, US",0.019141809,5.32E-05,10.5,6.9,-3.6
"Chautauqua, New York, US",0.019093323,8.67E-05,5.9,7,1.1
"Lincoln, Washington, US",0.019014535,0.000365664,6,4.4,-1.6
"Greene, New York, US",0.018945495,0.000381453,5.1,6.3,1.2
"Androscoggin, Maine, US",0.018942158,0.000350952,3.6,5.1,1.5
"Polk, Oregon, US",0.018923157,0.000278794,4,5.7,1.7
"Chenango, New York, US",0.018895503,0.000275383,5.5,5,-0.5
"Trinity, California, US",0.018803419,8.14E-05,6.9,6.3,-0.6
"Hampshire, Massachusetts, US",0.018603494,0.001069452,3.1,5.9,2.8
"Livingston, New York, US",0.018565025,0.000317894,5.2,4.9,-0.3
"Sullivan, Pennsylvania, US",0.018463567,0.000329707,7.6,6.5,-1.1
"King, Texas, US",0.018382353,0,1.7,1.3,
"Berkshire, Massachusetts, US",0.018376233,0.000840376,4.4,6.9,2.5
"Ferry, Washington, US",0.018224728,0.000131113,12.1,7.4,-4.7
"Currituck, North Carolina, US",0.018189677,0.000216115,4.1,4.6,0.5
"Bandera, Texas, US",0.018172378,0.000475943,3.4,5.1,1.7
"Mason, Washington, US",0.018152408,0.000194704,6.3,7.6,1.3
"Canovanas, Puerto Rico, US",0.018132975,0,NA,NA,
"James City, Virginia, US",0.01812527,0.000326699,3.1,5.1,2
"Louisa, Virginia, US",0.018089436,0.000239419,3.2,3.9,0.7
"Madison, Virginia, US",0.017947364,0.000301636,2.4,2.8,0.4
"Rockbridge, Virginia, US",0.017941789,0.000132902,3.2,3.9,0.7
"Strafford, New Hampshire, US",0.017905124,0.000145446,2.7,3.6,0.9
"Gloucester, Virginia, US",0.017885831,0.000133876,2.9,4.2,1.3
"Cumberland, Virginia, US",0.017821184,0.000402739,3.7,5,1.3
"Cook, Minnesota, US",0.017755812,0,6.1,3.4,-2.7
"Roane, West Virginia, US",0.017752776,0.000365283,11.4,8.9,-2.5
"San Lorenzo, Puerto Rico, US",0.017682303,0,NA,NA,
"Lunenburg, Virginia, US",0.017628731,0.000245982,3.2,4.9,1.7
"Barranquitas, Puerto Rico, US",0.017547332,0,NA,NA,
"King and Queen, Virginia, US",0.017508897,0.000284698,2.9,4.3,1.4
"Nelson, Virginia, US",0.017414601,0.000267917,2.8,4.2,1.4
"Cumberland, Maine, US",0.017403213,0.000274573,2.9,4.7,1.8
"Cowlitz, Washington, US",0.017288617,0.000144675,5.9,6.9,1
"Rensselaer, New York, US",0.017087339,0.000422143,4.2,5.4,1.2
"Virgin Islands, US",0.017041429,0.000214416,NA,NA,#VALUE!
"Honolulu, Hawaii, US",0.017014806,0.000216507,2.8,12.3,9.5
"Juncos, Puerto Rico, US",0.016927277,0,NA,NA,
"Camuy, Puerto Rico, US",0.016923121,0,NA,NA,
"Montgomery, New York, US",0.016822088,0.000446964,6.2,6.9,0.7
"Gilpin, Colorado, US",0.016818837,0.000160179,2.3,7,4.7
"Park, Colorado, US",0.016768374,0.000212258,2.5,4.6,2.1
"Deschutes, Oregon, US",0.016657224,9.11E-05,4.2,6.1,1.9
"Rappahannock, Virginia, US",0.016553596,0.00027137,2.7,3.4,0.7
"Fulton, New York, US",0.016540846,0.000543244,5.8,6.8,1
"York, Virginia, US",0.016534856,0.00013181,2.9,4,1.1
"Linn, Oregon, US",0.016400897,0.000223508,4.3,6.4,2.1
"York, Maine, US",0.016326255,0.00021672,4,5,1
"Ketchikan Gateway, Alaska, US",0.016185886,0,7.8,6.4,-1.4
"Comerio, Puerto Rico, US",0.015930311,0,NA,NA,
"Mora, New Mexico, US",0.01592568,0,7.2,7.3,0.1
"Orocovis, Puerto Rico, US",0.015881826,0,NA,NA,
"Hamilton, New York, US",0.015851449,0.000226449,8.8,4.4,-4.4
"Moca, Puerto Rico, US",0.015831858,0,NA,NA,
"Harney, Oregon, US",0.015825781,0.000135263,6.7,4.8,-1.9
"Tompkins, New York, US",0.015785868,8.81E-05,3.8,4.6,0.8
"Storey, Nevada, US",0.01576522,0.000485084,3.8,6.9,3.1
"Calhoun, West Virginia, US",0.015754677,0,19.4,10.5,
"Cameron, Pennsylvania, US",0.015740949,0.000224871,8.2,7.8,-0.4
"Saratoga, New York, US",0.015657152,0.00010876,3.8,4.9,1.1
"Villalba, Puerto Rico, US",0.015648372,0,NA,NA,
"Calaveras, California, US",0.015640998,0.000479251,4.3,6.6,2.3
"Lincoln, Oregon, US",0.015611865,0.000320243,4.6,8.3,3.7
"Loiza, Puerto Rico, US",0.015535595,0,NA,NA,
"San Sebastian, Puerto Rico, US",0.015413622,0,NA,NA,
"Otsego, New York, US",0.015379961,0.000100852,5.5,5.6,0.1
"Barceloneta, Puerto Rico, US",0.015191812,0,NA,NA,
"Sherman, Oregon, US",0.015168539,0,5.2,4.9,-0.3
"Quebradillas, Puerto Rico, US",0.01512404,0,NA,NA,
"Columbia, Washington, US",0.015056462,0.000752823,6.5,4.7,-1.8
"Yates, New York, US",0.015052382,0.000280978,4.9,4.5,-0.4
"Lane, Oregon, US",0.015015691,0.000191066,3.9,6.3,2.4
"Klickitat, Washington, US",0.014983278,0.000133779,6.6,5.4,-1.2
"Seneca, New York, US",0.014875353,0.000411571,5,5.5,0.5
"Naguabo, Puerto Rico, US",0.014820359,0,NA,NA,
"Crook, Oregon, US",0.01475168,0.000245861,6.4,7.2,0.8
"Manati, Puerto Rico, US",0.014666878,0,NA,NA,
"Hinsdale, Colorado, US",0.014634146,0,4,3.3,-0.7
"Highland, Virginia, US",0.014611872,0,3.7,2.5,
"Las Piedras, Puerto Rico, US",0.01460892,0,NA,NA,
"Arecibo, Puerto Rico, US",0.014547905,0,NA,NA,
"Rio Grande, Puerto Rico, US",0.014547731,0,NA,NA,
"Franklin, Massachusetts, US",0.014491308,0.001154175,3.3,5.6,2.3
"Catron, New Mexico, US",0.014459881,0.000850581,8,7.4,-0.6
"Pacific, Washington, US",0.01432958,0.000133505,6.7,8.1,1.4
"Washington, Vermont, US",0.014227259,6.85E-05,3.2,2,-1.2
"Aguas Buenas, Puerto Rico, US",0.014131686,0,NA,NA,
"San Jacinto, Texas, US",0.013895145,0.000589071,5.1,7.6,2.5
"Webster, West Virginia, US",0.013803303,0,7.7,7,
"Eureka, Nevada, US",0.013799901,0,2.2,2.8,0.6
"Gilliam, Oregon, US",0.013598326,0.000523013,5.2,5.1,-0.1
"Coos, New Hampshire, US",0.013560181,0.000380192,4.1,4.1,0
"Carroll, New Hampshire, US",0.013310162,4.09E-05,3.2,4,0.8
"Columbia, Oregon, US",0.013160408,0.000133705,4.7,6.8,2.1
"Hatillo, Puerto Rico, US",0.013086073,0,NA,NA,
"Anasco, Puerto Rico, US",0.012952394,0,NA,NA,
"Thurston, Washington, US",0.012931272,0.000168654,4.8,5.7,0.9
"Chittenden, Vermont, US",0.01289582,0.000329723,2.1,2.1,0
"Aguada, Puerto Rico, US",0.012845873,0,NA,NA,
"Whatcom, Washington, US",0.012807147,0.00022683,5.5,6.3,0.8
"Braxton, West Virginia, US",0.012753457,7.16E-05,9.7,7.5,-2.2
"St. Lawrence, New York, US",0.01273436,0.000250603,6.6,5.4,-1.2
"Skagway, Alaska, US",0.012679628,0,20.1,10.9,-9.2
"Cheshire, New Hampshire, US",0.012578038,5.26E-05,3.2,3.6,0.4
"Cidra, Puerto Rico, US",0.0124885,0,NA,NA,
"Skamania, Washington, US",0.012331375,8.28E-05,5.9,7.1,1.2
"Luquillo, Puerto Rico, US",0.012258322,0,NA,NA,
"Rincon, Puerto Rico, US",0.012171053,0,NA,NA,
"Essex, Vermont, US",0.012007139,0,4.9,2.2,
"Utuado, Puerto Rico, US",0.012006395,0,NA,NA,
"Aleutians East, Alaska, US",0.011986815,0,4.2,1.8,-2.4
"Oxford, Maine, US",0.011953428,0.000103493,4.5,6.3,1.8
"Warren, New York, US",0.011947954,0.000469161,5.9,5.7,-0.2
"Delaware, New York, US",0.011895321,0.000158604,5.6,5.2,-0.4
"Cayey, Puerto Rico, US",0.011887196,0,NA,NA,
"Adjuntas, Puerto Rico, US",0.01185649,0,NA,NA,
"Benton, Oregon, US",0.01178898,8.60E-05,2.6,4.7,2.1
"Kitsap, Washington, US",0.011699138,0.000114192,4.4,5.5,1.1
"Fajardo, Puerto Rico, US",0.011650853,0,NA,NA,
"Clatsop, Oregon, US",0.011560263,2.49E-05,4.1,6.8,2.7
"Franklin, Maine, US",0.011556674,0.000132455,4.8,4.9,0.1
"Schoharie, New York, US",0.011484241,6.45E-05,6.1,5.3,-0.8
"Somerset, Maine, US",0.011449172,0.000396165,6.3,5.8,-0.5
"Hormigueros, Puerto Rico, US",0.01142029,0,NA,NA,
"Isabela, Puerto Rico, US",0.011308102,0,NA,NA,
"Salinas, Puerto Rico, US",0.011261986,0,NA,NA,
"Harding, New Mexico, US",0.0112,0,4.2,5.2,1
"Los Alamos, New Mexico, US",0.011151841,0,3.3,3.6,0.3
"Maunabo, Puerto Rico, US",0.011042945,0,NA,NA,
"Culebra, Puerto Rico, US",0.0110011,0,NA,NA,
"Humacao, Puerto Rico, US",0.010997845,0,NA,NA,
"Douglas, Oregon, US",0.010938908,0.000306362,5.1,6.1,1
"Lares, Puerto Rico, US",0.010633109,0,NA,NA,
"Mariposa, California, US",0.010521421,0.000232518,6.3,7.3,1
"Aguadilla, Puerto Rico, US",0.010500582,0,NA,NA,
"Prince of Wales-Hyder, Alaska, US",0.010478801,0.000161212,9.4,5.9,-3.5
"Wallowa, Oregon, US",0.010405105,0.000416204,6.9,5,-1.9
"Essex, New York, US",0.010356513,0.000379558,6,5.3,-0.7
"Penuelas, Puerto Rico, US",0.010336875,0,NA,NA,
"Sierra, California, US",0.01031614,0,6.2,5.5,-0.7
"Fairfax City, Virginia, US",0.010241892,0.000416337,2.3,4.4,2.1
"Kennebec, Maine, US",0.010147013,0.000155353,3.9,4.3,0.4
"Ceiba, Puerto Rico, US",0.010123982,0,NA,NA,
"Falls Church, Virginia, US",0.010056783,0.000410481,2.1,3.2,1.1
"Jefferson, New York, US",0.009878544,5.46E-05,7.5,5.8,-1.7
"Wahkiakum, Washington, US",0.009803922,0,6.9,6.5,
"Josephine, Oregon, US",0.00976145,0.000125733,5.3,6.5,1.2
"Washington, New York, US",0.009754264,0.000228743,5.1,5.2,0.1
"Humboldt, California, US",0.009744906,9.59E-05,4.1,6.6,2.5
"Orange, Vermont, US",0.009725876,3.46E-05,3.8,1.8,-2
"Las Marias, Puerto Rico, US",0.009715616,0,NA,NA,
"Curry, Oregon, US",0.009640131,8.72E-05,5.9,6.6,0.7
"Grafton, New Hampshire, US",0.009589925,4.45E-05,2.6,3.1,0.5
"Franklin, New York, US",0.009515813,0.000179921,5.9,5.4,-0.5
"Aibonito, Puerto Rico, US",0.009498069,0,NA,NA,
"Mayaguez, Puerto Rico, US",0.009351145,0,NA,NA,
"Yauco, Puerto Rico, US",0.009300002,0,NA,NA,
"Coos, Oregon, US",0.00925768,6.20E-05,4.9,6.9,2
"Island, Washington, US",0.00924349,0.000234904,5.1,5.9,0.8
"Yabucoa, Puerto Rico, US",0.009198492,0,NA,NA,
"Wrangell, Alaska, US",0.009192646,0,8,5,-3
"Orleans, Vermont, US",0.009061656,0.000110959,6.2,3.1,-3.1
"Bennington, Vermont, US",0.00893713,2.82E-05,3.6,2.8,-0.8
