Combined_Key,Cases_per_Cap,Deaths_per_Cap,Unemployment_Rate_Jan2020,Unemployment_Rate_Oct2020,9-Month Difference
"Madison, Kentucky, US",0.053846237,0.000215084,4.1,6.4,2.3
"Simpson, Kentucky, US",0.053844497,0.0004846,4.8,6.4,1.6
"Stone, Mississippi, US",0.053828534,0.000927138,6.3,6.9,0.6
"Franklin, Ohio, US",0.0538285,0.000526293,4,5.4,1.4
"Lee, Alabama, US",0.053828202,0.000443656,2.9,4.6,1.7
"Wakulla, Florida, US",0.05382495,0.000622425,2.9,3.5,0.6
"Alexander, Illinois, US",0.053810102,0.000867905,5.6,6.5,0.9
"Pittsburg, Oklahoma, US",0.053809502,0.00052687,4.5,7.8,3.3
"Wilkes, Georgia, US",0.053799734,0.001022809,5.1,4.7,-0.4
"Shelby, Kentucky, US",0.053769582,0.000550751,3.4,5.3,1.9
"Nottoway, Virginia, US",0.053768382,0.00157563,2.9,4.8,1.9
"Chambers, Texas, US",0.053767365,0.00025093,5.1,9,3.9
"Clinton, Missouri, US",0.053759749,0.002403492,3.9,3.5,-0.4
"Pulaski, Indiana, US",0.053752125,0.001942848,4.1,3.9,-0.2
"Hamilton, Ohio, US",0.053749787,0.000481973,4.4,5.4,1
"Kaufman, Texas, US",0.053740617,0.000734462,3.4,5.9,2.5
"Cheatham, Tennessee, US",0.053729068,0.000442619,2.9,5.4,2.5
"Southeast Fairbanks, Alaska, US",0.053677644,0.000435224,9.8,5,-4.8
"St. Mary, Louisiana, US",0.053639459,0.001985896,6.8,10.5,3.7
"Rush, Indiana, US",0.053615584,0.0006031,3,3.8,0.8
"Ascension, Louisiana, US",0.053600202,0.000900445,4.8,7,2.2
"Calhoun, Michigan, US",0.053540948,0.001185161,4.1,5.3,1.2
"Assumption, Louisiana, US",0.053537984,0.001187703,7.5,10.8,3.3
"Webster, Missouri, US",0.053495656,0.000833502,4.5,2.9,-1.6
"Franklin, Arkansas, US",0.053457522,0.001185436,3.9,5.1,1.2
"Paulding, Ohio, US",0.053449015,0.000910454,4.8,3.9,-0.9
"Hancock, Indiana, US",0.053436189,0.000959472,3.1,3.9,0.8
"Butler, Kentucky, US",0.053420297,0.001242332,5.8,6.8,1
"White, Georgia, US",0.053412559,0.000974089,2.6,2.4,-0.2
"Duval, Florida, US",0.053366466,0.000715214,3.2,5.6,2.4
"Calloway, Kentucky, US",0.053306325,0.000461527,4.4,6.5,2.1
"Eagle, Colorado, US",0.053295119,0.000217679,2,7.3,5.3
"Searcy, Arkansas, US",0.053292729,0.000761325,6.3,5.3,-1
"Idaho, Idaho, US",0.053278934,0.000899982,5.5,6.2,0.7
"Jefferson, Montana, US",0.053268963,8.18E-05,4.3,4,-0.3
"Big Horn, Wyoming, US",0.053265479,0.001272265,5.4,3.8,-1.6
"Garfield, Montana, US",0.053259141,0.001589825,3.8,1.8,-2
"Montague, Texas, US",0.053234433,0.001463316,3.2,6,2.8
"Perry, Indiana, US",0.053210913,0.001095519,3.6,4.2,0.6
"Charleston, South Carolina, US",0.053205349,0.00074136,2.3,4.2,1.9
"Morris, Kansas, US",0.053202847,0.000533808,3.4,3.6,0.2
"Union, Indiana, US",0.053161327,0.000283527,3.6,3.1,-0.5
"Oconee, South Carolina, US",0.053151636,0.000615996,2.8,3.1,0.3
"Nassau, New York, US",0.053151098,0.001697958,3.6,6.7,3.1
"Newton, Indiana, US",0.053132151,0.001287185,4.8,3.7,-1.1
"St. John the Baptist, Louisiana, US",0.053131639,0.002707939,6.7,13.5,6.8
"Jackson, Ohio, US",0.053126832,0.000401074,8.7,5.3,-3.4
"Adams, Mississippi, US",0.053106572,0.001694197,6.9,10.2,3.3
"Palo Pinto, Texas, US",0.053102196,0.001404639,3.3,6.6,3.3
"Yadkin, North Carolina, US",0.053096875,0.000557517,3.8,5.3,1.5
"Perry, Kentucky, US",0.053070891,0.000427052,8.3,10.8,2.5
"Pitt, North Carolina, US",0.053059057,0.000326432,4.3,6,1.7
"Hopkins, Texas, US",0.053041743,0.00167188,3.2,4.8,1.6
"Prince George's, Maryland, US",0.053041425,0.001098615,3.6,10.3,6.7
"Montgomery, Illinois, US",0.053037235,0.000668684,6,4.9,-1.1
"Haralson, Georgia, US",0.053034372,0.00110768,3.4,3.8,0.4
"Converse, Wyoming, US",0.053031399,0.000506439,3,5.3,2.3
"Carroll,Indiana,US",0.052969344,0.000691119,3.4,3.5,0.1
"Pike, Alabama, US",0.052968533,0.000483179,3.5,4.6,1.1
"Prairie, Arkansas, US",0.052964525,0.001364426,4.4,5.1,0.7
"Boone, Indiana, US",0.052960512,0.000825435,2.7,3.1,0.4
"Blair, Pennsylvania, US",0.052926643,0.000952154,5.4,5.9,0.5
"Fairfield, South Carolina, US",0.052893006,0.002147939,4.7,5.4,0.7
"Wood, Ohio, US",0.052875391,0.000917312,4.5,4.1,-0.4
"Alachua, Florida, US",0.052872589,0.000401423,2.9,4.3,1.4
"Mahoning, Ohio, US",0.052837334,0.001359961,6.9,6.6,-0.3
"Christian, Missouri, US",0.052824652,0.000383769,3.8,2.8,-1
"Foard, Texas, US",0.052813853,0.003463203,2.8,3.8,1
"Marion, Tennessee, US",0.052789982,0.000726468,5.1,7.4,2.3
"McDuffie,Georgia,US",0.052787162,0.001079204,5.2,5.3,0.1
"Kanabec, Minnesota, US",0.052763665,0.001101793,10.2,4,-6.2
"Morgan, Tennessee, US",0.052749615,0.000467224,4.8,7.5,2.7
"Fulton, Arkansas, US",0.052737036,0.001442654,4.5,4.5,0
"Stewart, Tennessee, US",0.052716004,0.001385345,5.1,6.8,1.7
"Jackson, Mississippi, US",0.052674823,0.000988741,5.9,7.5,1.6
"Tooele, Utah, US",0.0526578,0.00015223,2.9,4,1.1
"Worth, Missouri, US",0.052657725,0,3.1,2.7,-0.4
"Hitchcock, Nebraska, US",0.05249819,0.000724113,3.9,2.7,-1.2
"Choctaw, Mississippi, US",0.052496955,0.001218027,5.6,5.6,0
"Merced, California, US",0.052477672,0.000745462,9.8,9.3,-0.5
"Wayne, Iowa, US",0.052476324,0.003260363,3,2.7,-0.3
"Philadelphia, Pennsylvania, US",0.052468208,0.001351587,6,10.6,4.6
"McLean, Kentucky, US",0.052460085,0.002063647,4.9,5.7,0.8
"Macomb, Michigan, US",0.052458202,0.001657948,4.7,5.8,1.1
"Ontonagon, Michigan, US",0.052447552,0.002622378,7.3,5,-2.3
"Houghton, Michigan, US",0.052432463,0.000588499,5.3,3.3,-2
"Polk, Arkansas, US",0.05239431,0.001001803,5.9,5.8,-0.1
"Stephens, Oklahoma, US",0.052383933,0.000463575,4.7,8.4,3.7
"Uvalde, Texas, US",0.052354063,0.001458435,3.9,6.2,2.3
"Collier, Florida, US",0.052353586,0.0008054,3,5.1,2.1
"Cherokee, Texas, US",0.052349656,0.001291646,4.3,7.8,3.5
"Barbour, Alabama, US",0.052337357,0.001215264,3.8,7.8,4
"Shoshone, Idaho, US",0.052321068,0.001785437,7.1,8.4,1.3
"Hill, Texas, US",0.052307021,0.000709433,3.6,5.5,1.9
"Campbell, Tennessee, US",0.052306611,0.000677677,5.2,7.8,2.6
"Teton, Idaho, US",0.052297809,0.000164718,2.3,4.5,2.2
"Putnam, Indiana, US",0.052294017,0.000904833,3.7,3.9,0.2
"Livingston, Louisiana, US",0.052291017,0.000767105,4.8,6.4,1.6
"Monroe, Missouri, US",0.052290606,0.000578436,5.3,3.1,-2.2
"Essex, New Jersey, US",0.052275728,0.002881192,5.3,10.3,5
"St. Joseph, Michigan, US",0.05226035,0.000705334,4.3,4.2,-0.1
"Benton, Arkansas, US",0.052253162,0.000759473,2.9,4.2,1.3
"Barren, Kentucky, US",0.052227169,0.000790978,5.2,8.5,3.3
"Glades, Florida, US",0.052204764,0.000796467,3.7,4.1,0.4
"Lincoln, Missouri, US",0.05219189,0.000271127,5.6,3.5,-2.1
"Okeechobee, Florida, US",0.052148549,0.001162019,3.1,4.5,1.4
"Angelina, Texas, US",0.052147841,0.001337716,4.5,7.1,2.6
"Banks, Georgia, US",0.052147239,0.000727878,2.9,2.7,-0.2
"Metcalfe, Kentucky, US",0.052129878,0.000695065,6.1,7.7,1.6
"Gratiot, Michigan, US",0.052123505,0.001228169,4.9,3.7,-1.2
"Monroe, Florida, US",0.052109716,0.000377216,2.1,4.6,2.5
"Sutter, California, US",0.052087738,0.000381557,8.7,9.1,0.4
"Harrison, Indiana, US",0.052079477,0.000740466,3.5,3.9,0.4
"Hinds, Mississippi, US",0.052057453,0.000979124,4.9,8.1,3.2
"Sedgwick, Colorado, US",0.052046263,0.00088968,2.3,3.3,1
"Hughes, Oklahoma, US",0.051961744,0.000602455,5.4,8.1,2.7
"Mitchell, Georgia, US",0.051959932,0.002378448,4.7,5.1,0.4
"Fisher, Texas, US",0.051958225,0.00156658,3,4.8,1.8
"Calhoun, Texas, US",0.051949272,0.000469704,3.7,5.4,1.7
"Crosby, Texas, US",0.051943524,0.002788914,3.9,4.8,0.9
"Erie, Ohio, US",0.051934937,0.001158,6.9,6.2,-0.7
"Chowan, North Carolina, US",0.051925697,0.001362691,4.7,5.1,0.4
"La Paz, Arizona, US",0.051923441,0.001042259,6,6.6,0.6
"Smith, Kansas, US",0.051911806,0.000279096,2.7,2.4,-0.3
"Nowata, Oklahoma, US",0.051905518,0.000595474,3.2,5.8,2.6
"Suffolk, New York, US",0.051892827,0.001443857,4.2,6.3,2.1
"Howell, Missouri, US",0.051873271,0.000847521,5.6,4.4,-1.2
"Grant, West Virginia, US",0.05186722,0.00112379,5.7,4,-1.7
"Olmsted, Minnesota, US",0.051859526,0.0002906,2.6,3.6,1
"Fairfield, Connecticut, US",0.051815268,0.001703536,4.4,6,1.6
"Pima, Arizona, US",0.051797086,0.000780117,4.5,7.9,3.4
"Beaver, Oklahoma, US",0.051779326,0.000376577,1.8,2.3,0.5
"Caldwell, Missouri, US",0.051773836,0.000332594,3.9,3,-0.9
"Wilcox, Georgia, US",0.051766068,0.003590041,4.2,4.6,0.4
"Garfield, Colorado, US",0.05173074,0.000399594,3.2,5.5,2.3
"Pulaski, Arkansas, US",0.051720926,0.00082927,3.9,7.7,3.8
"Osage, Oklahoma, US",0.051700275,0.000447161,3.7,6.8,3.1
"Fairfield, Ohio, US",0.05169,0.000444236,4.6,4.3,-0.3
"Orange, New York, US",0.051675586,0.001444381,4.1,6.4,2.3
"Macon, Missouri, US",0.05166369,0.000330753,4.4,2.7,-1.7
"Menard, Illinois, US",0.051656281,0.00040997,4.2,3.6,-0.6
"Tallapoosa, Alabama, US",0.051651101,0.002303862,3.4,5.8,2.4
"Stillwater, Montana, US",0.051649035,0.000829703,3.8,3.9,0.1
"Madera, California, US",0.051612247,0.000680112,8.1,8.5,0.4
"Adair, Missouri, US",0.051611885,0.000157835,4.4,3.1,-1.3
"Bernalillo, New Mexico, US",0.051601997,0.000640534,4.5,7.4,2.9
"Gallatin, Illinois, US",0.051574151,0.0008285,5,5.2,0.2
"Jim Hogg, Texas, US",0.051538462,0.001923077,5,10.7,5.7
"Galveston, Texas, US",0.051525842,0.000572867,4.4,7.6,3.2
"Alamance, North Carolina, US",0.051519388,0.000672531,3.9,6,2.1
"Okaloosa, Florida, US",0.051499967,0.000877867,2.8,3.8,1
"Gaines, Texas, US",0.051461009,0.001070166,2.7,5.9,3.2
"Jennings, Indiana, US",0.051451235,0.000865333,3.9,4.5,0.6
"Sharp, Arkansas, US",0.051427589,0.001547988,6,6.4,0.4
"Saline, Arkansas, US",0.051422364,0.00064523,3.2,4.8,1.6
"Putnam, Illinois, US",0.051402683,0,6.3,3.9,-2.4
"Dundy, Nebraska, US",0.051388069,0.00236267,2.3,1.6,-0.7
"East Baton Rouge, Louisiana, US",0.05136584,0.001245288,5.1,8.5,3.4
"Union, Tennessee, US",0.051321851,0.000350491,4.3,6.8,2.5
"Whitman, Washington, US",0.05129331,0.000498962,3.9,4.3,0.4
"Madison, Iowa, US",0.051291468,0.000489656,5.1,3,-2.1
"Bedford, Pennsylvania, US",0.051286335,0.00141998,6.5,6.5,0
"Clay, Texas, US",0.0512845,0.000764015,3.2,5.2,2
"Granville, North Carolina, US",0.051271446,0.000992671,3.6,5,1.4
"Richmond, North Carolina, US",0.05126146,0.000914587,5.7,8.2,2.5
"Huntingdon, Pennsylvania, US",0.051191742,0.001572745,8.4,7.8,-0.6
"Guadalupe, New Mexico, US",0.051162791,0.000697674,5.1,7.4,2.3
"Hutchinson, Texas, US",0.051151017,0.001623842,5,6.5,1.5
"Arapahoe, Colorado, US",0.05107906,0.000772171,2.7,7,4.3
"Ohio, Indiana, US",0.05106383,0.001191489,4.1,4.3,0.2
"Barrow, Georgia, US",0.051057184,0.000720807,2.9,3.3,0.4
"Bronx, New York, US",0.051056722,0.003569296,4.9,17.5,12.6
"Marion, South Carolina, US",0.0510487,0.001696187,4.3,6.2,1.9
"Dickinson, Kansas, US",0.051012672,0.000703997,4.5,3.8,-0.7
"Matanuska-Susitna,Alaska,US",0.050998458,0.000101554,7.4,5.5,-1.9
"Gwinnett, Georgia, US",0.050974633,0.000603471,3,4.2,1.2
"Polk, Missouri, US",0.050950263,0.000497683,4,2.9,-1.1
"Pike, Georgia, US",0.050943993,0.00089653,3.2,3.1,-0.1
"Rowan, North Carolina, US",0.050940262,0.001055684,4.4,6.3,1.9
"Lucas, Ohio, US",0.050925883,0.001141595,5.6,6.3,0.7
"Orangeburg, South Carolina, US",0.05091964,0.001636205,4.9,6.5,1.6
"Kiowa, Kansas, US",0.050909091,0,2.4,2.8,0.4
"Alamosa, Colorado, US",0.050884002,0.001293661,3.9,5.3,1.4
"Armstrong, Texas, US",0.050874404,0.002119767,3.1,3.9,0.8
"Thomas, Georgia, US",0.050842501,0.001867225,4,4.7,0.7
"Fulton, Ohio, US",0.050823719,0.000854579,5.9,3.9,-2
"Wabaunsee, Kansas, US",0.050786322,0.000288559,4,3.5,-0.5
"Lincoln, North Carolina, US",0.050748453,0.000232258,3.8,5.3,1.5
"Covington, Virginia, US",0.050740339,0.000541712,5.9,6.5,0.6
"Madison, Arkansas, US",0.050736004,0.000542954,2.8,3.9,1.1
"Dodge, Minnesota, US",0.050730868,0.000143308,4.4,4.3,-0.1
"McCulloch, Texas, US",0.050726453,0.001127255,4.8,7.5,2.7
"Columbiana, Ohio, US",0.050724851,0.001109115,6.3,5.6,-0.7
"Hopkins, Kentucky, US",0.050687016,0.001342702,5.1,7.7,2.6
"Greenwood, South Carolina, US",0.050684216,0.001228623,3.3,4.6,1.3
"Northwest Arctic, Alaska, US",0.050649521,0,13.5,8.1,-5.4
"Vermilion, Louisiana, US",0.050646099,0.001361093,6.1,8.1,2
"Lincoln, Kansas, US",0.050641458,0.00033761,2.8,3.1,0.3
"Georgetown, South Carolina, US",0.050638162,0.001116784,4.2,5,0.8
"Seneca, Ohio, US",0.050636123,0.000416833,5.3,4.3,-1
"Putnam, Georgia, US",0.050635201,0.00140151,4.3,4.2,-0.1
"Camas, Idaho, US",0.050632911,0,3.2,3.8,0.6
"Columbia, Georgia, US",0.050601733,0.000593438,3.1,2.7,-0.4
"Christian, Kentucky, US",0.050595365,0.000624459,5.8,7.4,1.6
"Lincoln, Oklahoma, US",0.050577745,0.000860166,3.6,5.5,1.9
"St. Louis City, Missouri, US",0.050566246,0.00091491,4.5,6.1,1.6
"Crisp, Georgia, US",0.050554264,0.001609154,4.2,6.1,1.9
"Stanislaus, California, US",0.050481241,0.000877129,6.6,9.1,2.5
"Montgomery, Georgia, US",0.050479721,0.001090275,4.7,3.9,-0.8
"Van Wert, Ohio, US",0.050468612,0.001131742,4.3,3.6,-0.7
"Lebanon, Pennsylvania, US",0.050404463,0.000930935,4.5,5.8,1.3
"Glasscock, Texas, US",0.050390348,0.000709723,2.1,3.7,1.6
"Kershaw, South Carolina, US",0.050382413,0.001066851,3.2,3.6,0.4
"Sequoyah, Oklahoma, US",0.050374077,0.000384902,4.3,6.5,2.2
"Humphreys, Tennessee, US",0.050371327,0.000430524,5,6.4,1.4
"Camp, Texas, US",0.050328395,0.001451046,4.5,7.1,2.6
"Oneida, Idaho, US",0.050320018,0,2.9,3.6,0.7
"Hidalgo, New Mexico, US",0.05026203,0.001191043,4.6,5.4,0.8
"Muskegon, Michigan, US",0.050257539,0.001302098,4.4,6.3,1.9
"Bourbon, Kansas, US",0.050227054,0.000206413,4.6,4.9,0.3
"Webster, Kentucky, US",0.050224077,0.00069541,4.9,6,1.1
"Johnson, Wyoming, US",0.050207223,0.000592066,4.5,4.5,0
"Edwards, Illinois, US",0.050195465,0.000625489,4.4,3.9,-0.5
"Laurel, Kentucky, US",0.050186638,0.000197326,5.2,7,1.8
"Union, Georgia, US",0.050181551,0.001591122,3.4,2.7,-0.7
"Bulloch, Georgia, US",0.050170837,0.000703447,3.8,4.4,0.6
"Vance, North Carolina, US",0.050162793,0.001392163,6.2,9.1,2.9
"Edgefield, South Carolina, US",0.050146735,0.000917095,3,3.2,0.2
"Alcorn, Mississippi, US",0.050144779,0.00097421,4.7,5.1,0.4
"Tattnall, Georgia, US",0.050106778,0.001344618,4,3,-1
"Hampton, South Carolina, US",0.050098845,0.00182083,2.7,3.6,0.9
"Lee, Virginia, US",0.050078982,0.000640396,4.8,4.7,-0.1
"Riverside, California, US",0.050075975,0.000658964,4.2,9,4.8
"Owen, Indiana, US",0.050050483,0.000769268,4.3,4.2,-0.1
"Hartley, Texas, US",0.050035868,0,1.9,1.7,
"Wharton, Texas, US",0.050028877,0.001708538,3.9,6.5,2.6
"San Augustine, Texas, US",0.050018211,0.002428068,5.5,8,2.5
"Marquette, Michigan, US",0.050015742,0.000719651,5.4,3.3,-2.1
"Mesa, Colorado, US",0.049970819,0.00068089,4.1,5.7,1.6
"Madison, Georgia, US",0.049966533,0.000736278,3.2,3.3,0.1
"Spartanburg, South Carolina, US",0.049946058,0.001013181,2.7,4.2,1.5
"Latah, Idaho, US",0.049940162,7.48E-05,2.9,4.6,1.7
"Martin, Kentucky, US",0.049933006,0.000893256,9,12,3
"Sumter, Georgia, US",0.049925484,0.002472565,5.1,5.6,0.5
"Cherokee, Georgia, US",0.0499202,0.000467591,2.7,3,0.3
"Crawford, Ohio, US",0.04991083,0.000722996,5.8,5.1,-0.7
"Cumberland, Kentucky, US",0.049894164,0.000302389,5,4.8,-0.2
"Randolph, Alabama, US",0.049863568,0.001232286,3.3,3.3,0
"Williams, Ohio, US",0.049847378,0.000517824,4.2,4.5,0.3
"Hawkins, Tennessee, US",0.049818617,0.000792449,5,7.5,2.5
"Briscoe, Texas, US",0.049805951,0.001293661,4.3,4.3,0
"Union, Pennsylvania, US",0.049751798,0.000489727,4.7,4.6,-0.1
"Loup, Nebraska, US",0.049698795,0,4.8,1.8,-3
"El Paso, Colorado, US",0.049672197,0.000614934,3.3,6,2.7
"Clark, Missouri, US",0.049580697,0.000588495,4.9,3.5,-1.4
"Danville, Virginia, US",0.049570472,0.001373489,5.5,8.1,2.6
"Billings, North Dakota, US",0.049568966,0,3.4,4,0.6
"Baldwin, Alabama, US",0.049548904,0.000631624,3.1,5,1.9
"Daviess, Missouri, US",0.049528872,0.000966417,4.1,2.7,-1.4
"Lewis, Missouri, US",0.049509002,0.000204583,4.1,2.5,-1.6
"Kenedy, Texas, US",0.04950495,0.004950495,4.5,6.2,1.7
"Rutherford, North Carolina, US",0.049471124,0.001193513,5.5,7.4,1.9
"Fayette, Ohio, US",0.049465381,0.000876424,4.9,4.6,-0.3
"Archer, Texas, US",0.049456331,0.000467672,3,4.8,1.8
"Wright, Missouri, US",0.049428618,0.001038876,7.6,3.9,-3.7
"Caldwell, Texas, US",0.049377061,0.000916086,3.3,5.4,2.1
"Orange, Indiana, US",0.049373918,0.001425227,3.8,8.2,4.4
"Mono, California, US",0.049363057,0.000207699,3.5,9.9,6.4
"Ohio, West Virginia, US",0.049334718,0.000652001,4.9,5.8,0.9
"Harlan, Kentucky, US",0.049288735,0.000615148,12.3,13.9,1.6
"Greene, Indiana, US",0.049276361,0.00172295,4.7,4.1,-0.6
"Surry, North Carolina, US",0.049273505,0.000724405,4,5.2,1.2
"Muskingum, Ohio, US",0.049272168,0.000220379,6.9,4.7,-2.2
"Warren, North Carolina, US",0.049262582,0.000456135,6.2,8.5,2.3
"Union, Ohio, US",0.049247305,0.000271242,3.9,3.4,-0.5
"Phillips, Colorado, US",0.049237984,0.000937866,1.7,1.8,0.1
"Hillsdale, Michigan, US",0.049227058,0.001074444,4.4,4.1,-0.3
"Cameron, Louisiana, US",0.049189732,0.000430231,4.9,6.9,2
"Benton, Washington, US",0.049180488,0.000733891,5.7,5.2,-0.5
"Hancock, Ohio, US",0.049179895,0.000870908,3.8,3.8,0
"Palm Beach, Florida, US",0.049133801,0.001192568,3.2,6.1,2.9
"Lawrence, Alabama, US",0.049113109,0.0011238,3.3,4.4,1.1
"Frontier, Nebraska, US",0.049105443,0.000380662,3.8,1.8,-2
"Morgan, Indiana, US",0.04909986,0.000808637,3.5,3.7,0.2
"Coffey, Kansas, US",0.049027999,0.001222643,5.2,3.7,-1.5
"Smith, Texas, US",0.048970789,0.00094092,3.6,6,2.4
"Lawrence, Ohio, US",0.048937995,0.000723139,6.5,4.8,-1.7
"Mayes, Oklahoma, US",0.04892944,0.00053528,3.1,5.5,2.4
"Washington, Oklahoma, US",0.048925806,0.000989772,3.2,6,2.8
"Larue, Kentucky, US",0.04889568,6.95E-05,5,7,2
"Richland, Ohio, US",0.048879938,0.000429206,5.8,5.2,-0.6
"Licking, Ohio, US",0.048857301,0.000576721,4.6,4.1,-0.5
"Dickens, Texas, US",0.048846676,0.002713704,4.8,6,1.2
"Santa Rosa, Florida, US",0.048835405,0.000613088,3,3.8,0.8
"Hertford, North Carolina, US",0.048823753,0.001773873,5.4,6.1,0.7
"Harlan, Nebraska, US",0.048816568,0,2.9,1.9,-1
"Hood, Texas, US",0.048797106,0.000957124,3.7,6,2.3
"Mingo, West Virginia, US",0.048796107,0.000811134,9.5,11.3,1.8
"De Witt, Illinois, US",0.048791406,0.001342883,4.2,3.9,-0.3
"Powell, Kentucky, US",0.048790355,0,6.8,7.9,1.1
"Morgan, Georgia, US",0.048765304,0.000415024,3.1,3.5,0.4
"Clark, Arkansas, US",0.04874552,0.000716846,4.2,5.2,1
"Culpeper, Virginia, US",0.048721604,0.000361182,3,3.8,0.8
"Van Buren, Michigan, US",0.048693791,0.00091177,5.3,4,-1.3
"Sherman, Nebraska, US",0.04865045,0.001332889,3.2,1.9,-1.3
"Jefferson, Kansas, US",0.048626792,0.000472615,3.8,4,0.2
"Lincoln, Nevada, US",0.04862049,0.000192938,3.7,4.7,1
"Stone, Arkansas, US",0.048616664,0.00199904,6,6.5,0.5
"Atchison, Missouri, US",0.048609761,0.000777756,3.7,2.1,-1.6
"Pike, Mississippi, US",0.048538994,0.001628996,6.4,8.9,2.5
"Decatur, Iowa, US",0.048538755,0.00025413,3,1.7,-1.3
"Horry, South Carolina, US",0.048536917,0.000802076,4.4,5.1,0.7
"Lewis, Kentucky, US",0.048512241,0.00165725,10.8,8.6,-2.2
"New Castle, Delaware, US",0.04849191,0.000731987,4,5.7,1.7
"Hempstead, Arkansas, US",0.048485974,0.000417983,4.5,4.5,0
"St. Tammany, Louisiana, US",0.048468046,0.001182709,4.8,6.8,2
"Midland, Texas, US",0.048430148,0.000876538,2.4,8.1,5.7
"Lenoir, North Carolina, US",0.048419096,0.001054532,4.1,5.6,1.5
"Faulkner, Arkansas, US",0.048417945,0.000539653,3.5,4.9,1.4
"Pinal, Arizona, US",0.048389223,0.000656887,4.9,7.6,2.7
"Knox, Kentucky, US",0.048354471,0.000321079,6.3,8.8,2.5
"Kleberg, Texas, US",0.048337679,0.001857888,4.7,7.8,3.1
"Winchester, Virginia, US",0.048329653,0.00021369,3.1,4.7,1.6
"Comanche, Oklahoma, US",0.048273692,0.000380956,3.3,6.2,2.9
"Rabun, Georgia, US",0.048258155,0.000816946,3.7,3.1,-0.6
"Warren, Mississippi, US",0.048191975,0.001476389,5.5,7.7,2.2
"Grant, Washington, US",0.048182293,0.000399046,9,5.1,-3.9
"Anderson, South Carolina, US",0.048173856,0.001239151,2.8,3.6,0.8
"Gilmer, Georgia, US",0.048168574,0.001051994,3.6,2.9,-0.7
"Union, Arkansas, US",0.048161936,0.001654516,6.5,7.8,1.3
"Johnson, Texas, US",0.048129589,0.000733717,3.4,5.7,2.3
"Centre, Pennsylvania, US",0.048120208,0.000677402,3.8,4.1,0.3
"Mineral, Colorado, US",0.048114434,0.00130039,2.3,5.6,3.3
"Anson, North Carolina, US",0.04810603,0.000736317,4.8,7.2,2.4
"Union, South Carolina, US",0.048103676,0.001244692,3.5,6.1,2.6
"Sumner, Kansas, US",0.048081976,0.000262743,3.4,6.5,3.1
"Lincoln, New Mexico, US",0.048078888,0.000459841,5,8.4,3.4
"Phelps, Missouri, US",0.048011128,0.001435847,4.5,3.1,-1.4
"Bexar, Texas, US",0.047984731,0.000789597,3.2,6.5,3.3
"Maries, Missouri, US",0.047947568,0.000689893,4.3,3.2,-1.1
"Montgomery, Kansas, US",0.047943699,0.000188507,5,5.8,0.8
"Socorro, New Mexico, US",0.047905271,0.002043638,5.8,6.6,0.8
"Camden, New Jersey, US",0.047876384,0.001467014,4.8,7.9,3.1
"Russell, Kentucky, US",0.04787145,0.000669531,6.4,7.6,1.2
"Baltimore City, Maryland, US",0.047864328,0.001061517,4.9,10.1,5.2
"Missoula, Montana, US",0.047809365,0.000376254,4.1,4.2,0.1
"Dougherty, Georgia, US",0.047796626,0.002353449,4.8,6.9,2.1
"Hardin, Texas, US",0.047793479,0.000798583,4.9,8.1,3.2
"Bladen, North Carolina, US",0.047766029,0.00064177,5.4,6.1,0.7
"Pawnee, Oklahoma, US",0.047752809,0.000549585,3.9,7.1,3.2
"Sandusky, Ohio, US",0.047745993,0.000751905,5.8,4.6,-1.2
"Wilkes, North Carolina, US",0.047696311,0.000964743,4.4,5.3,0.9
"Martin, Indiana, US",0.047684057,0.000780107,2.9,3.2,0.3
"Lucas, Iowa, US",0.047674419,0.000697674,2.6,2.2,-0.4
"Manatee, Florida, US",0.047642547,0.000986973,3.1,5.2,2.1
"Monroe, Indiana, US",0.047638297,0.000512022,3.5,4,0.5
"Brooke, West Virginia, US",0.047632071,0.000638133,5.7,6.4,0.7
"Northampton, North Carolina, US",0.047631268,0.001385824,6.2,6.7,0.5
"Wyoming, West Virginia, US",0.047612043,0.000637442,8.5,7.9,-0.6
"Bristol, Massachusetts, US",0.047574648,0.001712617,4.6,7.1,2.5
"Hardeman, Texas, US",0.047546402,0.001525553,3.1,4.3,1.2
"Greene, Ohio, US",0.047538431,0.000544582,4.4,4.1,-0.3
"Mitchell, North Carolina, US",0.047514034,0.000400962,5.4,6.4,1
"Gregg, Texas, US",0.047504942,0.001032716,4.2,7.8,3.6
"Rankin, Mississippi, US",0.047439638,0.000850127,3.9,4.2,0.3
"Jefferson, Texas, US",0.047431081,0.000779123,6.4,10.7,4.3
"Mitchell, Texas, US",0.047396138,0.000819193,3.4,8.7,5.3
"Manassas Park, Virginia, US",0.047373841,0.000457718,2.7,5.8,3.1
"Churchill, Nevada, US",0.047372436,0.001164238,3.7,4.5,0.8
"Genesee, Michigan, US",0.047324753,0.001286307,5,5.6,0.6
"Macon, Alabama, US",0.047321231,0.001328315,4.3,9.8,5.5
"Lee, North Carolina, US",0.047297625,0.000582722,4.5,6.6,2.1
"Hardin, Kentucky, US",0.047297176,0.00033346,4.5,6.8,2.3
"Jefferson, Oregon, US",0.047286885,0.000486657,6,6.8,0.8
"Hickman, Kentucky, US",0.047260274,0.000684932,5.3,5.3,0
"Halifax, North Carolina, US",0.047230554,0.000839832,6.4,8.6,2.2
